Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
203924668,Where the Library Hides (Secrets of the Nile #2),Isabel Ibañez,"Ibañez, Isabel",,"=""1250823005""","=""9781250823007""",5,3.80,Wednesday Books,Kindle Edition,400,2024,2024,2024/11/14,2024/11/10,,,read,,,,1,0
60864829,The Wishing Game,Meg Shaffer,"Shaffer, Meg",,"=""""","=""""",5,4.02,Ballantine Books,Kindle Edition,294,2023,2023,2024/11/10,2024/11/06,,,read,,,,1,0
212212407,"A Game of Retribution (Hades Saga, #2)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",4,3.98,Bloom Books,Kindle Edition,427,2024,2022,2024/11/06,2024/11/02,,,read,,,,1,0
63892232,"What the River Knows (Secrets of the Nile, #1)",Isabel Ibañez,"Ibañez, Isabel",,"=""""","=""""",5,3.83,Wednesday Books,Kindle Edition,416,2023,2023,2024/11/02,2024/11/02,,,read,,,,1,0
50164163,Circe,Madeline Miller,"Miller, Madeline",,"=""""","=""""",4,4.22,"Little, Brown and Company",Kindle Edition,402,2018,2018,2024/10/23,2024/10/18,,,read,,,,1,0
58824015,A Touch of Ruin (Hades X Persephone #2),Scarlett St.  Clair,"Clair, Scarlett St.",,"=""0991132386""","=""9780991132386""",5,3.79,Bloom Books,Kindle Edition,442,2020,2020,2024/10/14,2024/10/10,,,read,,,,1,0
40930509,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",3,3.97,Henry Holt and Co,Kindle Edition,470,2014,2014,2024/10/10,2024/10/01,,,read,,,,1,0
199928985,The Lost Story,Meg Shaffer,"Shaffer, Meg",,"=""0593598881""","=""9780593598887""",5,3.76,Ballantine Books,Kindle Edition,352,2024,2024,2024/10/01,2024/09/24,,,read,,,,1,0
59042329,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",3,3.89,Vintage,Kindle Edition,292,2018,2018,2024/09/24,2023/09/21,,,read,,,,1,0
196399669,Wisteria (Belladonna #3),Adalyn  Grace,"Grace, Adalyn",,"=""0316569410""","=""9780316569415""",5,4.22,"Little, Brown Books for Young Readers",Kindle Edition,400,2024,2024,2024/09/23,2024/09/19,,,read,,,,1,0
199667455,"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,"Weaver, Brynne",,"=""""","=""""",4,4.00,Zando,Kindle Edition,355,2023,2023,2024/09/19,2024/09/07,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.30,Ecco,Paperback,408,2012,2011,2024/09/07,2024/09/04,,,read,,,,1,0
65137920,The Lost Bookshop,Evie  Woods,"Woods, Evie",Evie Gaughan,"=""0008609209""","=""9780008609207""",4,3.98,One More Chapter/HarperCollins UK,Kindle Edition,444,2023,2023,2024/09/01,2024/01/28,,,read,,,,1,0
57941596,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574080""","=""9781635574081""",4,4.42,Bloomsbury Publishing ,Kindle Edition,807,2022,2022,2024/08/26,2024/08/14,,,read,,,,1,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",3,3.71,Bloomsbury Publishing,Paperback,272,2020,2018,2024/08/13,2024/08/11,,,read,,,,1,0
57214537,"Gleam (The Plated Prisoner, #3)",Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",5,4.37,Raven Kennedy,Kindle Edition,780,2021,2021,2024/08/10,2024/08/06,,,read,,,,1,0
56530123,"Glint (The Plated Prisoner, #2)",Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",5,4.15,Raven Kennedy,Kindle Edition,479,2021,2021,2024/08/06,2024/08/03,,,read,,,,1,0
38325332,"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""1250307791""","=""9781250307798""",4,3.65,Imprint,Kindle Edition,380,2020,2020,2024/08/03,2024/07/30,,,read,,,,1,0
56483061,"Gild (The Plated Prisoner, #1)",Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",4,3.61,Raven Kennedy,Kindle Edition,402,2020,2020,2024/07/28,2024/07/28,,,read,,,,1,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",5,4.45,Bloomsbury Publishing,Hardcover,803,2020,2020,2024/07/24,2024/07/18,,,read,,,,1,0
58651856,"Foxglove (Belladonna, #2)",Adalyn  Grace,"Grace, Adalyn",,"=""0316565253""","=""9780316565257""",5,4.09,"Little, Brown and Company",Hardcover,465,2023,2023,2024/07/18,2024/07/12,,,read,,,,1,0
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387468""","=""9780765387462""",4,4.29,Tor,Hardcover,624,2017,2017,2024/07/12,2024/07/01,,,read,,,,1,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",5,4.19,Tor,Hardcover,512,2016,2016,2024/06/30,2024/06/24,,,read,,,,1,0
59227936,"Belladonna (Belladonna, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""0316158232""","=""9780316158237""",5,3.94,"Little, Brown and Company",Hardcover,409,2022,2022,2024/06/21,2023/09/23,,,read,,,,1,0
61198133,"The Stolen Heir (The Stolen Heir Duology, #1)",Holly Black,"Black, Holly",,"=""0316592706""","=""9780316592703""",5,3.92,"Little, Brown Books for Young Readers",Hardcover,356,2023,2023,2024/06/17,2023/09/19,,,read,,,,1,0
133938782,"Heavenbreaker (Heavenbreaker, #1)",Sara Wolf,"Wolf, Sara",,"=""1649375700""","=""9781649375704""",4,3.71,Entangled: Red Tower Books,Hardcover,424,2024,2024,2024/06/12,2024/06/04,,,read,,,,1,0
75665914,This Spells Love,Kate Robb,"Robb, Kate",,"=""0593596536""","=""9780593596531""",5,3.77,Dial Press Trade Paperback,Paperback,352,2023,2023,,2024/04/09,,,read,,,,2,0
76715522,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731067""","=""9781639731060""",5,4.71,Bloomsbury Publishing,Hardcover,984,2023,2018,2024/05/28,2024/05/14,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,3.80,Henry Holt and Company,Hardcover,435,2013,2013,2024/05/14,2024/04/28,,,read,,,,1,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",5,3.91,Henry Holt & Company,Hardcover,358,2012,2012,2024/04/28,2023/12/10,,,read,,,,1,0
150260787,"Ruthless Vows (Letters of Enchantment, #2)",Rebecca   Ross,"Ross, Rebecca",,"=""""","=""""",5,3.98,Wednesday Books,Kindle Edition,419,2023,2023,2024/04/17,2024/04/12,,,read,"I loved, cried, and grieved all in 419 pages. ",,,1,0
57060202,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.46,Bloomsbury USA Childrens,Kindle Edition,719,2021,2017,2024/04/09,2023/11/22,,,read,,,,1,0
61244268,"Godkiller (Fallen Gods, #1)",Hannah Kaner,"Kaner, Hannah",,"=""0008521468""","=""9780008521462""",3,3.86,Harper Voyager,Hardcover,304,2023,2023,2024/03/29,2024/03/13,,,read,,,,1,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",5,4.33,"Little, Brown",ebook,321,2019,2019,2024/03/14,2024/03/09,,,read,,,,1,0
40381392,"Finale (Caraval, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",5,4.13,Flatiron Books,Hardcover,478,2019,2019,2024/03/09,2024/02/29,,,read,,,,1,0
54626426,"A Game of Fate (Hades Saga, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",4,3.97,,ebook,379,2020,2020,2024/03/02,2024/02/26,,,read,,,,1,0
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",5,4.09,Flatiron Books,Hardcover,451,2018,2018,2024/02/26,2024/02/20,,,read,,,,1,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",5,3.97,Flatiron Books,Hardcover,407,2017,2016,2024/02/20,2023/12/04,,,read,,,,1,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",5,4.15,Wednesday Books,Hardcover,368,2023,2023,2024/02/13,2024/02/06,,,read,,,,1,0
62816044,"A Curse for True Love (Once Upon a Broken Heart, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250851203""","=""9781250851208""",5,4.17,Flatiron,Hardcover,386,2023,2023,2024/01/27,2024/01/26,,,read,,,,1,0
61432205,"Sanctuary of the Shadow (Elemental Emergence, #1)",Aurora Ascher,"Ascher, Aurora",,"=""1649373112""","=""9781649373113""",3,2.92,Red Tower Books,ebook,400,2024,2024,2024/01/24,2024/01/11,,,read,,,,1,0
59808071,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,"Garber, Stephanie",,"=""1250268427""","=""9781250268426""",5,4.49,Flatiron Books,Hardcover,416,2022,2022,2024/01/21,2024/01/18,,,read,,,,1,0
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250268397""","=""9781250268396""",4,4.06,Flatiron Books,Hardcover,408,2021,2021,2024/01/17,2024/01/17,,,read,,,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",5,4.27,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2023/12/28,2023/12/25,,,read,,,,1,0
60310757,"Lightlark (Lightlark, #1)",Alex Aster,"Aster, Alex",,"=""1419760866""","=""9781419760860""",5,3.84,Harry N. Abrams,Hardcover,416,2022,2022,2023/12/24,2023/12/19,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",5,4.63,Bloomsbury Publishing,Paperback,626,2020,2016,2023/12/16,2023/09/10,,,read,,,,1,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""0316310271""","=""9780316310277""",5,4.00,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,2023/12/09,2023/09/21,,,read,,,,1,0
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,"=""1250311446""","=""9781250311443""",4,4.24,Feiwel & Friends,ebook,560,2018,2018,2023/12/04,2023/09/21,,,read,,,,1,0
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,"=""148473274X""","=""9781484732748""",4,4.13,Disney-Hyperion Books,Hardcover,376,2016,2016,2023/11/29,2023/11/29,,,read,,,,1,0
55215339,"A Touch of Darkness (Hades x Persephone, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",4,3.80,Scarlett St. Clair,Kindle Edition,379,2020,2019,2023/11/28,2023/11/27,,,read,,,,1,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",4,4.36,Entangled: Red Tower Books,Hardcover,623,2023,2023,2023/11/26,2023/11/22,,,read,,,,1,0
58293924,"Book of Night (Book of Night, #1)",Holly Black,"Black, Holly",,"=""1250812194""","=""9781250812193""",4,3.54,Tor Books,Hardcover,304,2022,2022,2023/11/11,2023/11/01,,,read,,,,1,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",5,4.57,Entangled: Red Tower Books,Hardcover,517,2023,2023,2023/11/03,2023/09/26,,,read,,,,1,0
76714487,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731040""","=""9781639731046""",5,4.28,Bloomsbury Publishing,Hardcover,688,2023,2017,2023/10/08,2023/09/30,,,read,,,,1,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",5,4.63,Bloomsbury Publishing,Hardcover,733,2023,2016,2023/10/08,2023/09/30,,,read,,,,1,0
76707900,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731008""","=""9781639731008""",5,4.62,Bloomsbury Publishing,Hardcover,648,2023,2015,2023/09/26,2023/09/23,,,read,,,,1,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.45,Bloomsbury USA Childrens,Hardcover,576,2023,2014,2023/09/21,2023/09/17,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",4,4.15,Bloomsbury Publishing,Paperback,419,2020,2015,2023/09/12,2023/09/10,,,read,,,,1,0
32793053,Miles Morales: Spider-Man,Jason Reynolds,"Reynolds, Jason",,"=""148478748X""","=""9781484787489""",2,3.89,Marvel Press,Hardcover,261,2017,2017,2023/07/20,2023/08/23,,,read,,,,1,0
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250044669""","=""9781250044662""",4,4.11,Feiwel & Friends,Hardcover,552,2017,2017,2023/08/21,2023/08/12,,,read,,,,1,0
76705490,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639730966""","=""9781639730964""",5,4.36,Bloomsbury Publishing,Hardcover,420,2023,2013,2023/08/13,2023/08/13,,,read,,,,1,0
29749098,Catwoman: Soulstealer,Sarah J. Maas,"Maas, Sarah J.",,"=""0399549692""","=""9780399549694""",5,4.06,Random House Books for Young Readers,Hardcover,384,2018,2018,,2023/07/20,,,read,,,,2,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",5,4.19,Bloomsbury Publishing,Hardcover,406,2023,2012,2023/08/05,2023/08/05,,,read,,,,2,0
29749094,Superman: Dawnbreaker,Matt de la Peña,"Peña, Matt de la",,"=""0141386878""","=""9780141386874""",3,3.51,Random House Books for Young Readers,Hardcover,288,2019,2019,2023/08/01,2023/08/05,,,read,,,,2,0
29749090,Batman: Nightwalker,Marie Lu,"Lu, Marie",,"=""0399549781""","=""9780399549786""",3,3.73,Random House Books for Young Readers,Hardcover,272,2018,2018,2023/07/01,2023/07/20,,,read,,,,2,0
29749085,Wonder Woman: Warbringer,Leigh Bardugo,"Bardugo, Leigh",,"=""0399549730""","=""9780399549731""",4,3.99,Random House Children's Books,Hardcover,369,2017,2017,2023/06/15,2023/07/20,,,read,,,,2,0
